Salary,Years of Experience,Education Level,Age
18621,5.0,Master Degree or Equivalent,49.5
69608,13.0,Secondary Education,29.5
51403,2.0,Bachelor Degree or Equivalent,29.5
180000,11.0,Bachelor Degree or Equivalent,29.5
12723,1.0,Bachelor Degree or Equivalent,21.0
37481,2.0,Master Degree or Equivalent,29.5
115727,3.0,Master Degree or Equivalent,29.5
103110.08171765343,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
4847,2.0,Bachelor Degree or Equivalent,29.5
400000,20.0,Associate Degree or Short-cycle Tertiary Education,59.5
64254,14.0,Bachelor Degree or Equivalent,39.5
64254,24.0,Bachelor Degree or Equivalent,49.5
215677,22.0,Master Degree or Equivalent,39.5
103110.08171765343,38.0,Master Degree or Equivalent,59.5
2034,23.0,Associate Degree or Short-cycle Tertiary Education,49.5
86271,10.0,Master Degree or Equivalent,39.5
103110.08171765343,23.0,Bachelor Degree or Equivalent,39.5
18205,5.0,Primary Education,29.5
64254,3.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,2.0,Secondary Education,29.5
61469,5.0,Master Degree or Equivalent,29.5
24234,8.0,Bachelor Degree or Equivalent,39.5
4605,8.0,Master Degree or Equivalent,29.5
103110.08171765343,10.0,Bachelor Degree or Equivalent,29.5
77021,7.0,Bachelor Degree or Equivalent,49.5
90613,2.0,Bachelor Degree or Equivalent,29.5
64686,21.0,,39.5
62246,20.0,Secondary Education,39.5
14897,20.0,Professional Degree,49.5
103110.08171765343,7.0,Master Degree or Equivalent,29.5
40575,5.0,Bachelor Degree or Equivalent,29.5
48813,4.0,Master Degree or Equivalent,29.5
59970,3.0,Bachelor Degree or Equivalent,29.5
167000,12.0,Professional Degree,39.5
1627,8.0,Bachelor Degree or Equivalent,29.5
32127,3.0,Master Degree or Equivalent,29.5
65325,15.0,Bachelor Degree or Equivalent,39.5
437,1.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,2.0,Master Degree or Equivalent,21.0
19000,4.0,Bachelor Degree or Equivalent,49.5
132260,20.0,Master Degree or Equivalent,49.5
5354,5.0,Master Degree or Equivalent,29.5
65431,10.0,Bachelor Degree or Equivalent,29.5
44978,10.0,Professional Degree,39.5
6543,4.0,Bachelor Degree or Equivalent,29.5
57828,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
50740,7.0,Bachelor Degree or Equivalent,39.5
69608,13.0,Bachelor Degree or Equivalent,39.5
2463,20.0,Bachelor Degree or Equivalent,39.5
125000,15.0,Master Degree or Equivalent,39.5
4307,11.0,Master Degree or Equivalent,39.5
3652,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
175000,11.0,Master Degree or Equivalent,39.5
104948,11.0,Associate Degree or Short-cycle Tertiary Education,39.5
42836,5.0,Professional Degree,29.5
103110.08171765343,4.0,Associate Degree or Short-cycle Tertiary Education,21.0
44978,12.0,Master Degree or Equivalent,39.5
2356,14.0,Associate Degree or Short-cycle Tertiary Education,39.5
32127,3.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,16.0,Professional Degree,39.5
103110.08171765343,12.0,Master Degree or Equivalent,29.5
2088,2.0,Master Degree or Equivalent,29.5
68537,5.0,Master Degree or Equivalent,29.5
103110.08171765343,0.0,Associate Degree or Short-cycle Tertiary Education,21.0
6640,15.0,Master Degree or Equivalent,39.5
269,3.0,Secondary Education,21.0
155280,40.0,Professional Degree,59.5
64254,6.0,Master Degree or Equivalent,29.5
117798,11.0,Bachelor Degree or Equivalent,29.5
80000,2.0,Master Degree or Equivalent,39.5
7876,4.0,Bachelor Degree or Equivalent,21.0
19152,6.0,Master Degree or Equivalent,39.5
38981,5.0,,29.5
18190,5.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,11.237177936373532,Professional Degree,29.5
59970,7.0,Master Degree or Equivalent,29.5
5715,0.0,Bachelor Degree or Equivalent,21.0
28403,10.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,11.237177936373532,Bachelor Degree or Equivalent,59.5
103110.08171765343,17.0,Master Degree or Equivalent,39.5
103110.08171765343,11.237177936373532,Associate Degree or Short-cycle Tertiary Education,39.5
41765,3.0,Secondary Education,29.5
77644,5.0,Bachelor Degree or Equivalent,21.0
215000,15.0,Bachelor Degree or Equivalent,29.5
47852,3.0,Master Degree or Equivalent,29.5
37481,5.0,Master Degree or Equivalent,29.5
62069,15.0,Master Degree or Equivalent,49.5
120000,15.0,Professional Degree,39.5
140000,14.0,Master Degree or Equivalent,29.5
53403,5.0,,29.5
51403,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
203470,15.0,Master Degree or Equivalent,29.5
103110.08171765343,18.0,Master Degree or Equivalent,39.5
117798,3.0,Professional Degree,29.5
19843,2.0,Master Degree or Equivalent,29.5
130000,24.0,Bachelor Degree or Equivalent,49.5
64254,2.0,Bachelor Degree or Equivalent,29.5
33733,1.0,Master Degree or Equivalent,21.0
12117,2.0,Bachelor Degree or Equivalent,29.5
90000,2.0,Master Degree or Equivalent,39.5
60294,11.0,Associate Degree or Short-cycle Tertiary Education,29.5
50752,15.0,Master Degree or Equivalent,39.5
103110.08171765343,16.0,Master Degree or Equivalent,39.5
165974,7.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,20.0,Master Degree or Equivalent,33.12089367216994
103110.08171765343,1.0,Master Degree or Equivalent,29.5
40966,20.0,Professional Degree,59.5
103110.08171765343,11.237177936373532,Secondary Education,33.12089367216994
192000,9.0,Bachelor Degree or Equivalent,39.5
6205,5.0,Associate Degree or Short-cycle Tertiary Education,39.5
121238,3.0,Secondary Education,21.0
103110.08171765343,4.0,Professional Degree,29.5
107090,8.0,Professional Degree,39.5
90000,7.0,Master Degree or Equivalent,29.5
102806,7.0,Bachelor Degree or Equivalent,29.5
280000,13.0,Bachelor Degree or Equivalent,39.5
145000,27.0,Bachelor Degree or Equivalent,49.5
38552,10.0,Bachelor Degree or Equivalent,29.5
64254,13.0,Master Degree or Equivalent,39.5
103110.08171765343,30.0,Associate Degree or Short-cycle Tertiary Education,49.5
48190,9.0,Associate Degree or Short-cycle Tertiary Education,29.5
103110.08171765343,14.0,Associate Degree or Short-cycle Tertiary Education,39.5
2871,35.0,Master Degree or Equivalent,70.0
85672,7.0,Bachelor Degree or Equivalent,39.5
70000,2.0,Secondary Education,21.0
107090,17.0,Master Degree or Equivalent,39.5
2032,16.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,5.0,Master Degree or Equivalent,39.5
58899,11.237177936373532,Master Degree or Equivalent,39.5
3178,15.0,Bachelor Degree or Equivalent,39.5
44978,0.0,Bachelor Degree or Equivalent,29.5
36687,8.0,Master Degree or Equivalent,29.5
103110.08171765343,1.0,Secondary Education,21.0
110216,11.0,Bachelor Degree or Equivalent,29.5
16964,4.0,Master Degree or Equivalent,29.5
103110.08171765343,4.0,Associate Degree or Short-cycle Tertiary Education,39.5
103110.08171765343,19.0,Bachelor Degree or Equivalent,33.12089367216994
53545,15.0,Master Degree or Equivalent,49.5
103110.08171765343,0.0,Secondary Education,18.0
59481,3.0,Bachelor Degree or Equivalent,21.0
61684,12.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,7.0,Secondary Education,29.5
170000,25.0,Associate Degree or Short-cycle Tertiary Education,39.5
9221,8.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,8.0,Bachelor Degree or Equivalent,39.5
51403,10.0,Master Degree or Equivalent,29.5
26318,12.0,Bachelor Degree or Equivalent,29.5
58899,3.0,Master Degree or Equivalent,29.5
90000,8.0,Bachelor Degree or Equivalent,39.5
150000,20.0,Master Degree or Equivalent,49.5
111527,5.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,13.0,Master Degree or Equivalent,39.5
55687,6.0,Master Degree or Equivalent,29.5
32127,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
42036,2.0,Master Degree or Equivalent,29.5
72000,28.0,Bachelor Degree or Equivalent,49.5
80690,14.0,Master Degree or Equivalent,39.5
217530,20.0,Master Degree or Equivalent,39.5
126000,4.0,Bachelor Degree or Equivalent,29.5
96381,11.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,11.237177936373532,,33.12089367216994
101735,14.0,Master Degree or Equivalent,29.5
183000,28.0,Professional Degree,49.5
66104,13.0,Bachelor Degree or Equivalent,39.5
125000,14.0,Master Degree or Equivalent,39.5
85000,18.0,Associate Degree or Short-cycle Tertiary Education,39.5
107090,15.0,Master Degree or Equivalent,39.5
6397,0.0,Bachelor Degree or Equivalent,21.0
34269,25.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,27.0,Secondary Education,39.5
88884,2.0,Master Degree or Equivalent,29.5
74963,8.0,Bachelor Degree or Equivalent,29.5
29985,11.0,Bachelor Degree or Equivalent,39.5
119321,13.0,Bachelor Degree or Equivalent,39.5
74963,4.0,Master Degree or Equivalent,29.5
103110.08171765343,8.0,,29.5
80184,5.0,Secondary Education,21.0
200000,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
103110.08171765343,11.0,Bachelor Degree or Equivalent,39.5
17008,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
103110.08171765343,21.0,Associate Degree or Short-cycle Tertiary Education,49.5
176404,6.0,Bachelor Degree or Equivalent,29.5
120000,25.0,Bachelor Degree or Equivalent,49.5
164918,12.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,18.0,Master Degree or Equivalent,49.5
52883,5.0,Bachelor Degree or Equivalent,29.5
29702,24.0,Master Degree or Equivalent,49.5
99593,13.0,Master Degree or Equivalent,29.5
41765,0.0,Bachelor Degree or Equivalent,29.5
44978,16.0,Master Degree or Equivalent,39.5
186207,24.0,Master Degree or Equivalent,49.5
86897,4.0,Professional Degree,29.5
42836,31.0,Secondary Education,59.5
125000,10.0,Master Degree or Equivalent,39.5
103110.08171765343,2.0,Master Degree or Equivalent,39.5
103110.08171765343,27.0,Master Degree or Equivalent,49.5
7819,9.0,Master Degree or Equivalent,29.5
64254,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
170000,5.0,Secondary Education,29.5
91026,8.0,Master Degree or Equivalent,29.5
130000,8.0,Associate Degree or Short-cycle Tertiary Education,29.5
5578,2.0,Bachelor Degree or Equivalent,29.5
63199,8.0,Associate Degree or Short-cycle Tertiary Education,39.5
45938,7.0,Bachelor Degree or Equivalent,29.5
68537,8.0,Bachelor Degree or Equivalent,29.5
79749,23.0,Master Degree or Equivalent,39.5
32127,7.0,Bachelor Degree or Equivalent,29.5
990,3.0,Master Degree or Equivalent,39.5
103110.08171765343,12.0,Master Degree or Equivalent,39.5
112444,10.0,Master Degree or Equivalent,29.5
103110.08171765343,35.0,Associate Degree or Short-cycle Tertiary Education,70.0
42836,5.0,Associate Degree or Short-cycle Tertiary Education,29.5
40694,6.0,Bachelor Degree or Equivalent,29.5
2891,1.0,Bachelor Degree or Equivalent,29.5
68537,2.0,Professional Degree,29.5
53545,0.0,Secondary Education,21.0
24095,2.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,9.0,Master Degree or Equivalent,39.5
103110.08171765343,6.0,Secondary Education,29.5
27296,7.0,Professional Degree,39.5
49756,21.0,Bachelor Degree or Equivalent,39.5
83173,10.0,Secondary Education,39.5
119631,6.0,Master Degree or Equivalent,29.5
34759,7.0,Associate Degree or Short-cycle Tertiary Education,29.5
87813,21.0,Associate Degree or Short-cycle Tertiary Education,49.5
103110.08171765343,10.0,Professional Degree,39.5
102806,14.0,Master Degree or Equivalent,39.5
4761,6.0,Secondary Education,29.5
44978,4.0,Bachelor Degree or Equivalent,29.5
30292,4.0,Bachelor Degree or Equivalent,29.5
16230,15.0,Bachelor Degree or Equivalent,39.5
70867,3.0,Bachelor Degree or Equivalent,39.5
67199,7.0,Master Degree or Equivalent,29.5
64254,15.0,Master Degree or Equivalent,39.5
53533,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
31175,17.0,Secondary Education,39.5
103110.08171765343,11.237177936373532,Associate Degree or Short-cycle Tertiary Education,49.5
4000,11.0,Master Degree or Equivalent,29.5
40000,4.0,Associate Degree or Short-cycle Tertiary Education,21.0
77021,27.0,Master Degree or Equivalent,49.5
103110.08171765343,0.0,Associate Degree or Short-cycle Tertiary Education,29.5
103110.08171765343,40.0,Associate Degree or Short-cycle Tertiary Education,59.5
103110.08171765343,12.0,Bachelor Degree or Equivalent,39.5
41765,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
103110.08171765343,12.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,15.0,Professional Degree,39.5
9000000,2.0,Master Degree or Equivalent,29.5
74963,3.0,Bachelor Degree or Equivalent,39.5
8482,2.0,Bachelor Degree or Equivalent,29.5
36518,10.0,Associate Degree or Short-cycle Tertiary Education,29.5
58801,34.0,Bachelor Degree or Equivalent,59.5
2744,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
41765,4.0,Associate Degree or Short-cycle Tertiary Education,29.5
74963,9.0,Bachelor Degree or Equivalent,39.5
96657,3.0,Professional Degree,49.5
73000,0.0,Bachelor Degree or Equivalent,21.0
69608,23.0,Associate Degree or Short-cycle Tertiary Education,39.5
103110.08171765343,15.0,Secondary Education,39.5
50000,6.0,Associate Degree or Short-cycle Tertiary Education,29.5
71779,10.0,Master Degree or Equivalent,39.5
103110.08171765343,7.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,17.0,Associate Degree or Short-cycle Tertiary Education,39.5
128507,25.0,Professional Degree,59.5
48468,6.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,10.0,,29.5
103110.08171765343,3.0,,39.5
55108,15.0,Bachelor Degree or Equivalent,39.5
36351,2.0,Master Degree or Equivalent,29.5
210,9.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,12.0,Associate Degree or Short-cycle Tertiary Education,29.5
76607,19.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,23.0,Bachelor Degree or Equivalent,49.5
138212,22.0,Professional Degree,49.5
85672,20.0,Professional Degree,39.5
14540,6.0,Bachelor Degree or Equivalent,29.5
53545,26.0,Associate Degree or Short-cycle Tertiary Education,49.5
113515,25.0,Master Degree or Equivalent,49.5
78711,9.0,Associate Degree or Short-cycle Tertiary Education,39.5
107090,25.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,9.0,Associate Degree or Short-cycle Tertiary Education,39.5
85672,17.0,Master Degree or Equivalent,39.5
38552,12.0,Professional Degree,39.5
103110.08171765343,22.0,Master Degree or Equivalent,39.5
110000,25.0,Secondary Education,49.5
24345,7.0,Bachelor Degree or Equivalent,29.5
1974,10.0,Master Degree or Equivalent,39.5
27843,20.0,Master Degree or Equivalent,39.5
52138,5.0,,21.0
103110.08171765343,26.0,Bachelor Degree or Equivalent,49.5
156138,26.0,Bachelor Degree or Equivalent,49.5
103110.08171765343,10.0,Master Degree or Equivalent,49.5
62112,6.0,Bachelor Degree or Equivalent,29.5
182052,20.0,Master Degree or Equivalent,49.5
66643,8.0,Bachelor Degree or Equivalent,29.5
48190,12.0,Master Degree or Equivalent,29.5
103110.08171765343,0.0,Bachelor Degree or Equivalent,21.0
103110.08171765343,26.0,Bachelor Degree or Equivalent,33.12089367216994
54592,12.0,Secondary Education,29.5
103110.08171765343,11.237177936373532,Primary Education,29.5
96000,32.0,Associate Degree or Short-cycle Tertiary Education,59.5
34804,5.0,Master Degree or Equivalent,29.5
6683,2.0,Secondary Education,18.0
42836,16.0,Secondary Education,39.5
7270,9.0,Bachelor Degree or Equivalent,29.5
80317,8.0,Bachelor Degree or Equivalent,39.5
350000,15.0,Bachelor Degree or Equivalent,39.5
128507,37.0,Associate Degree or Short-cycle Tertiary Education,59.5
72607,20.0,Associate Degree or Short-cycle Tertiary Education,49.5
28403,23.0,Master Degree or Equivalent,39.5
12000,2.0,Associate Degree or Short-cycle Tertiary Education,21.0
53116,7.0,Professional Degree,29.5
96220,13.0,Bachelor Degree or Equivalent,39.5
81349,12.0,Associate Degree or Short-cycle Tertiary Education,39.5
58899,6.0,Bachelor Degree or Equivalent,29.5
150000,42.0,Associate Degree or Short-cycle Tertiary Education,59.5
64254,5.0,Master Degree or Equivalent,29.5
11511,2.0,Bachelor Degree or Equivalent,21.0
700,6.0,Bachelor Degree or Equivalent,29.5
103110.08171765343,19.0,Associate Degree or Short-cycle Tertiary Education,49.5
165000,10.0,Master Degree or Equivalent,29.5
38282,2.0,Bachelor Degree or Equivalent,29.5
74254,13.0,Master Degree or Equivalent,29.5
103110.08171765343,3.0,Bachelor Degree or Equivalent,39.5
25701,3.0,Associate Degree or Short-cycle Tertiary Education,39.5
53545,30.0,Bachelor Degree or Equivalent,49.5
32127,1.0,Bachelor Degree or Equivalent,21.0
235597,10.0,Master Degree or Equivalent,29.5
69608,3.0,Bachelor Degree or Equivalent,21.0
103110.08171765343,25.0,Associate Degree or Short-cycle Tertiary Education,39.5
89722,10.0,Master Degree or Equivalent,39.5
149925,15.0,Bachelor Degree or Equivalent,39.5
103110.08171765343,20.0,Bachelor Degree or Equivalent,39.5
80317,15.0,Master Degree or Equivalent,49.5
78175,10.0,Bachelor Degree or Equivalent,29.5
54748,7.0,Master Degree or Equivalent,29.5
103110.08171765343,20.0,Master Degree or Equivalent,49.5
3347,20.0,Associate Degree or Short-cycle Tertiary Education,39.5
54823,4.0,Bachelor Degree or Equivalent,29.5
117798,23.0,Master Degree or Equivalent,49.5
53545,7.0,Bachelor Degree or Equivalent,39.5
74963,11.0,Master Degree or Equivalent,39.5
103110.08171765343,41.0,Associate Degree or Short-cycle Tertiary Education,59.5
103110.08171765343,11.237177936373532,Professional Degree,39.5
33198,3.0,Master Degree or Equivalent,29.5
111420,27.0,Associate Degree or Short-cycle Tertiary Education,49.5
96381,6.0,Professional Degree,29.5
53545,4.0,Master Degree or Equivalent,29.5
48190,2.0,Master Degree or Equivalent,21.0
118112,7.0,Master Degree or Equivalent,29.5
103110.08171765343,11.237177936373532,Bachelor Degree or Equivalent,18.0
103110.08171765343,1.0,Associate Degree or Short-cycle Tertiary Education,29.5
14303,5.0,Associate Degree or Short-cycle Tertiary Education,21.0
103110.08171765343,35.0,Secondary Education,59.5
42836,8.0,Master Degree or Equivalent,29.5
64254,21.0,Master Degree or Equivalent,49.5
56805,3.0,Master Degree or Equivalent,29.5
107090,8.0,Master Degree or Equivalent,29.5
103110.08171765343,5.0,Professional Degree,29.5
160000,28.0,Associate Degree or Short-cycle Tertiary Education,49.5
38530,2.0,Bachelor Degree or Equivalent,29.5
46439,12.0,Secondary Education,29.5
148000,17.0,Bachelor Degree or Equivalent,39.5
50678,5.0,Bachelor Degree or Equivalent,29.5
42836,2.0,Bachelor Degree or Equivalent,29.5
63429,3.0,Master Degree or Equivalent,21.0
103110.08171765343,15.0,Associate Degree or Short-cycle Tertiary Education,39.5
103110.08171765343,42.0,Associate Degree or Short-cycle Tertiary Education,59.5
43448,2.0,Bachelor Degree or Equivalent,29.5
